type,paperless_billing,payment_method,monthly_charges,total_charges,gender,senior_citizen,partner,dependents,p_i_or_b,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,multiple_lines,customer_duration,target
two year,no,mailed check,19.95,243.65,male,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,381.79593774463154,0
two year,yes,credit card (automatic),105.0,7589.8,female,0,yes,no,both,fiber optic,yes,no,yes,no,yes,yes,yes,2178.2586804041102,0
two year,yes,electronic check,113.15,7856.0,male,0,yes,yes,both,fiber optic,yes,yes,yes,yes,yes,yes,yes,2057.3592962252737,1
month-to-month,no,credit card (automatic),55.5,227.35,female,0,no,no,both,dsl,no,no,no,no,yes,no,no,109.69692824321695,0
month-to-month,no,mailed check,61.0,2130.45,male,0,yes,no,both,dsl,yes,yes,yes,no,no,no,no,1054.8716733595625,0
month-to-month,yes,mailed check,29.25,226.95,female,0,no,no,internet,dsl,no,yes,no,no,no,no,nan,231.135035093998,0
month-to-month,yes,electronic check,55.0,340.4,female,0,no,no,both,dsl,no,no,no,no,no,yes,no,169.06976117927135,0
month-to-month,yes,mailed check,80.45,3162.65,male,1,no,yes,both,fiber optic,yes,no,no,no,no,no,yes,1142.0654183510744,0
month-to-month,yes,electronic check,52.2,52.2,female,0,no,no,both,dsl,no,no,no,yes,no,no,no,17.336044131286915,1
month-to-month,yes,electronic check,76.5,162.45,male,0,no,no,both,fiber optic,no,no,no,no,no,no,yes,47.515583594886735,1
month-to-month,yes,mailed check,81.0,1683.7,female,0,yes,no,both,fiber optic,no,no,yes,yes,no,no,no,597.0312922916672,0
month-to-month,yes,electronic check,74.7,74.7,female,0,yes,yes,both,fiber optic,no,yes,no,no,no,no,no,15.3051150001351,1
two year,yes,credit card (automatic),24.95,1468.9,female,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,yes,1692.2190564365876,0
two year,yes,bank transfer (automatic),26.0,1796.55,male,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,yes,2087.076909498326,0
month-to-month,yes,electronic check,80.35,307.4,male,0,yes,no,both,fiber optic,no,no,no,no,yes,no,no,107.52136436102867,1
month-to-month,yes,bank transfer (automatic),103.8,4327.5,female,0,no,no,both,fiber optic,no,yes,yes,yes,yes,yes,no,1265.5801078433694,0
month-to-month,no,electronic check,19.9,57.4,female,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,47.215779441667365,0
month-to-month,yes,electronic check,93.7,4154.8,male,0,no,no,both,fiber optic,yes,yes,no,no,no,yes,yes,1385.2805823301292,1
month-to-month,yes,electronic check,45.05,523.1,female,0,no,no,both,dsl,no,no,no,no,no,no,no,352.50610913642043,0
month-to-month,yes,mailed check,55.7,55.7,male,0,no,no,both,dsl,no,no,no,no,no,yes,no,18.150054237368153,1
month-to-month,no,electronic check,24.35,41.85,female,1,no,no,internet,dsl,no,no,no,no,no,no,nan,46.655172720206664,1
two year,no,bank transfer (automatic),19.7,1051.9,female,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,1692.749388191625,0
month-to-month,yes,electronic check,84.45,1059.55,male,0,no,no,both,fiber optic,no,no,no,no,yes,no,yes,352.95086822600814,1
two year,no,electronic check,47.85,3147.5,female,0,yes,no,internet,dsl,yes,no,yes,yes,no,yes,nan,1936.1906147140885,1
month-to-month,yes,electronic check,85.55,187.45,female,1,no,no,both,fiber optic,no,no,no,no,yes,no,yes,46.54746258077161,1
two year,yes,credit card (automatic),69.05,3842.6,female,0,yes,yes,both,fiber optic,no,no,no,no,no,no,no,1662.4670961047732,0
month-to-month,no,mailed check,25.5,215.2,male,0,no,yes,internet,dsl,no,no,no,no,no,no,nan,227.19174545865775,1
two year,yes,bank transfer (automatic),90.95,6468.6,female,0,yes,no,both,dsl,yes,yes,yes,yes,yes,yes,yes,2177.602987681044,0
month-to-month,yes,electronic check,105.8,2998.0,male,1,yes,no,both,fiber optic,no,yes,no,yes,yes,yes,yes,839.4319691453297,0
two year,no,mailed check,20.35,689.75,male,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,992.9328880214982,0
month-to-month,yes,electronic check,44.4,263.05,female,1,no,no,internet,dsl,no,no,no,no,yes,yes,nan,170.58735309422812,0
month-to-month,no,electronic check,74.35,74.35,female,0,no,no,both,fiber optic,no,yes,no,no,no,no,no,17.421314580245255,0
month-to-month,yes,electronic check,86.55,1066.9,female,0,no,no,both,fiber optic,no,no,no,no,no,yes,yes,350.76605664010765,0
month-to-month,no,bank transfer (automatic),20.0,137.6,female,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,200.05096743720648,1
month-to-month,yes,electronic check,105.9,334.65,male,1,yes,no,both,fiber optic,no,yes,yes,no,yes,yes,yes,78.42843179413053,1
month-to-month,no,credit card (automatic),50.1,910.45,male,0,yes,yes,both,dsl,no,no,no,no,no,no,yes,565.0206203916831,0
month-to-month,no,mailed check,20.4,20.4,male,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,17.0272280261926,0
month-to-month,no,electronic check,85.3,2661.1,male,1,yes,no,both,fiber optic,no,no,no,no,no,yes,yes,957.4766072365182,1
two year,yes,bank transfer (automatic),71.9,4479.2,male,0,no,no,both,dsl,yes,no,yes,yes,no,yes,yes,1905.7998755809228,0
month-to-month,yes,electronic check,77.4,206.15,male,0,no,no,both,dsl,yes,no,yes,no,yes,yes,no,79.61748559549619,0
month-to-month,yes,electronic check,104.4,242.8,female,0,yes,no,both,fiber optic,no,no,yes,yes,yes,yes,yes,48.89393627754519,1
month-to-month,yes,bank transfer (automatic),80.4,4981.15,male,0,no,no,both,dsl,no,yes,yes,yes,yes,yes,no,1874.4544047309125,0
month-to-month,yes,electronic check,71.05,3444.85,female,1,yes,no,both,fiber optic,no,no,no,no,no,no,no,1508.3979496305483,1
month-to-month,no,mailed check,20.2,20.2,male,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,17.54413611403056,0
one year,yes,electronic check,99.5,5890.0,female,1,no,no,both,fiber optic,no,no,yes,no,yes,yes,yes,1783.8244357272774,0
month-to-month,no,mailed check,65.55,237.2,male,0,no,no,both,dsl,no,no,no,yes,no,yes,yes,108.13611317145741,0
one year,yes,credit card (automatic),87.7,1725.95,male,0,no,no,both,fiber optic,no,no,no,yes,no,yes,no,565.4027285967807,0
two year,yes,electronic check,114.9,8496.7,female,0,no,no,both,fiber optic,yes,yes,yes,yes,yes,yes,yes,2176.771259079148,0
two year,yes,credit card (automatic),115.15,8078.1,female,0,yes,no,both,fiber optic,yes,yes,yes,yes,yes,yes,yes,2148.855621279825,0
two year,no,mailed check,20.45,106.9,male,0,no,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,138.55047243773066,0
month-to-month,yes,electronic check,25.75,882.55,female,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,yes,1053.0690884770027,0
one year,yes,electronic check,102.6,4213.35,male,0,yes,yes,both,fiber optic,no,no,yes,yes,yes,yes,yes,1235.9061937197605,1
month-to-month,yes,electronic check,29.75,96.85,male,0,no,no,internet,dsl,no,no,no,yes,no,no,nan,79.18204535896385,0
two year,no,bank transfer (automatic),64.55,4504.9,female,0,yes,no,internet,dsl,yes,yes,yes,yes,yes,yes,nan,2118.8363672395863,0
one year,no,bank transfer (automatic),75.1,2658.8,female,0,yes,yes,both,dsl,yes,yes,no,no,yes,yes,no,1112.878934102678,0
two year,no,credit card (automatic),111.75,7511.3,female,0,yes,yes,both,fiber optic,yes,no,yes,yes,yes,yes,yes,2057.7619635289348,0
month-to-month,yes,bank transfer (automatic),71.4,1212.1,male,0,no,no,both,dsl,no,yes,yes,no,no,yes,yes,473.8201289927674,0
month-to-month,yes,electronic check,95.8,1346.3,female,1,yes,yes,both,fiber optic,no,no,no,no,yes,yes,yes,414.0526604532439,0
month-to-month,yes,electronic check,85.35,758.6,male,0,no,no,both,fiber optic,no,no,no,no,yes,no,yes,261.582655921287,1
month-to-month,no,electronic check,76.2,76.2,male,0,yes,no,both,fiber optic,no,no,yes,no,no,no,no,16.651145684782016,1
two year,yes,credit card (automatic),84.4,5969.3,female,0,yes,no,both,dsl,yes,yes,yes,yes,yes,yes,no,2149.589065670004,0
two year,no,mailed check,100.55,3895.35,male,0,no,yes,both,fiber optic,no,no,no,yes,yes,yes,yes,1173.9634010351992,0
month-to-month,no,electronic check,90.7,3413.25,male,1,no,no,both,fiber optic,no,yes,no,no,no,yes,yes,1173.9474523660742,0
two year,yes,mailed check,55.65,1653.85,male,0,no,no,both,dsl,yes,no,yes,no,no,no,no,900.4767694637844,0
two year,yes,bank transfer (automatic),79.35,5753.25,male,0,yes,no,both,dsl,yes,yes,no,yes,yes,yes,no,2176.5281703152355,0
two year,no,mailed check,25.45,1534.05,female,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,yes,1785.1092312674407,0
one year,yes,bank transfer (automatic),83.65,5733.4,female,0,yes,yes,both,fiber optic,no,yes,no,yes,no,no,yes,2056.8439371612976,0
month-to-month,yes,bank transfer (automatic),45.0,865.85,male,0,no,no,both,dsl,no,no,no,no,no,no,no,566.7049059416878,0
month-to-month,yes,electronic check,83.6,404.2,female,0,yes,yes,both,fiber optic,no,yes,no,no,no,yes,no,138.26034204929005,1
two year,no,bank transfer (automatic),25.65,1887.0,female,0,yes,no,phone,nan,nan,nan,nan,nan,nan,nan,yes,2177.889376475557,0
two year,yes,credit card (automatic),110.1,6705.7,male,0,yes,no,both,fiber optic,yes,yes,yes,yes,yes,yes,no,1903.6288222473424,0
month-to-month,yes,credit card (automatic),19.6,356.15,male,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,597.8188403066338,0
month-to-month,no,electronic check,83.8,1900.25,female,0,yes,yes,both,fiber optic,no,yes,yes,yes,no,no,no,685.6119546442593,1
two year,no,credit card (automatic),78.6,1846.65,female,0,yes,yes,both,dsl,yes,no,yes,no,yes,yes,yes,715.9208814070213,0
two year,no,mailed check,19.65,1025.05,male,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,1571.2505380285443,0
month-to-month,no,mailed check,19.95,58.3,male,0,no,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,77.96260981448927,0
month-to-month,yes,bank transfer (automatic),19.25,19.25,female,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,16.96707432317394,0
month-to-month,yes,mailed check,85.3,420.45,female,0,no,no,both,fiber optic,no,yes,no,no,yes,no,no,138.43240879441657,0
one year,yes,credit card (automatic),20.55,1252.0,male,0,yes,no,phone,nan,nan,nan,nan,nan,nan,nan,no,1842.717425269874,0
month-to-month,no,mailed check,20.9,20.9,female,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,17.922987652918128,1
month-to-month,yes,mailed check,50.3,92.75,male,0,no,no,both,dsl,no,yes,no,no,no,no,no,47.950255412664475,0
one year,yes,bank transfer (automatic),61.35,3645.5,male,0,no,no,both,dsl,no,no,yes,no,no,yes,no,1784.2345812072035,0
month-to-month,no,mailed check,54.45,3687.75,female,0,no,no,both,dsl,yes,no,no,no,no,no,yes,2057.9068581497627,0
one year,no,bank transfer (automatic),54.9,2614.1,male,0,yes,yes,both,dsl,no,no,yes,no,no,no,yes,1508.8440195158228,0
two year,yes,mailed check,69.9,4226.7,male,0,yes,no,both,dsl,yes,no,yes,no,no,yes,yes,1842.7631907072296,0
two year,no,bank transfer (automatic),80.8,2369.3,female,0,yes,yes,both,dsl,no,yes,yes,yes,yes,yes,no,901.7817047744272,0
month-to-month,yes,mailed check,20.3,275.4,female,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,383.3884355906218,0
month-to-month,yes,electronic check,105.1,3634.8,female,0,no,no,both,fiber optic,no,yes,yes,yes,yes,yes,no,1022.3240091672415,0
month-to-month,no,mailed check,95.15,1779.95,male,0,yes,yes,both,fiber optic,no,no,yes,no,yes,yes,no,534.8654013968355,1
month-to-month,no,credit card (automatic),44.7,44.7,male,0,yes,no,both,dsl,no,no,no,no,no,no,no,15.479825416113654,1
two year,yes,credit card (automatic),95.2,4285.8,female,0,yes,no,both,fiber optic,no,no,no,yes,yes,yes,no,1356.4799563548936,0
two year,no,credit card (automatic),91.3,4965.0,female,0,yes,yes,both,dsl,yes,yes,yes,yes,yes,yes,yes,1630.5621975088914,0
month-to-month,yes,electronic check,69.65,921.4,female,0,no,no,both,dsl,no,no,no,yes,yes,yes,no,412.75860816269795,0
month-to-month,no,mailed check,85.8,85.8,female,0,no,no,both,fiber optic,no,no,no,no,no,yes,yes,16.274136864833512,1
month-to-month,no,electronic check,67.45,2731.0,male,0,no,no,both,dsl,yes,no,yes,no,no,yes,no,1205.4831968529481,0
month-to-month,no,credit card (automatic),80.55,188.1,female,0,no,yes,both,fiber optic,yes,no,no,no,no,no,yes,47.409533947811234,0
month-to-month,no,bank transfer (automatic),35.05,1620.25,female,0,yes,yes,internet,dsl,yes,yes,no,no,no,no,nan,1387.100687950565,0
one year,yes,mailed check,59.8,3561.15,male,0,yes,no,both,dsl,yes,no,no,no,yes,no,no,1812.376681894895,0
two year,yes,credit card (automatic),69.15,2490.15,male,0,yes,yes,both,dsl,yes,yes,yes,yes,no,no,yes,1053.2797563234278,0
one year,no,bank transfer (automatic),74.85,3268.05,female,1,no,no,both,dsl,no,no,yes,yes,yes,yes,no,1327.0107455421232,0
one year,yes,credit card (automatic),40.65,970.55,male,0,no,yes,internet,dsl,yes,no,no,no,yes,no,nan,748.8507612323466,0
month-to-month,yes,electronic check,86.85,1564.4,female,0,yes,no,both,fiber optic,no,no,no,no,yes,no,yes,566.7096234642165,0
month-to-month,no,bank transfer (automatic),80.05,1345.65,female,0,no,no,both,fiber optic,no,no,yes,no,no,no,yes,505.18210731928065,0
month-to-month,no,mailed check,20.0,275.7,male,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,475.5121401497161,0
one year,yes,credit card (automatic),82.0,1425.45,male,0,no,no,both,dsl,no,no,yes,yes,yes,yes,yes,536.4182559977914,1
month-to-month,yes,electronic check,93.85,2381.55,female,1,yes,no,both,fiber optic,no,yes,yes,no,no,yes,yes,776.6628520858761,1
month-to-month,no,mailed check,20.35,442.6,female,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,597.4839091963836,0
month-to-month,yes,bank transfer (automatic),86.0,1532.45,male,0,no,no,both,fiber optic,no,no,no,no,no,yes,yes,565.628845460459,1
two year,yes,bank transfer (automatic),110.45,7982.5,female,0,yes,no,both,fiber optic,no,yes,yes,yes,yes,yes,yes,2178.372591503416,0
one year,yes,electronic check,109.5,7674.55,female,0,yes,no,both,fiber optic,no,yes,yes,yes,yes,yes,yes,2116.660784997408,1
month-to-month,yes,electronic check,99.85,990.9,male,0,yes,no,both,fiber optic,no,yes,no,yes,yes,yes,no,291.4076616784591,1
month-to-month,no,bank transfer (automatic),20.95,20.95,male,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,18.17926807327436,0
one year,no,electronic check,73.15,3088.25,male,0,yes,yes,both,dsl,no,no,yes,yes,yes,yes,no,1266.9480192143874,0
month-to-month,yes,credit card (automatic),39.45,2021.35,male,0,yes,yes,internet,dsl,yes,no,no,no,yes,no,nan,1510.9665824041742,0
one year,no,mailed check,54.0,1055.9,male,1,no,no,both,dsl,yes,no,no,yes,no,no,no,595.1029092160776,0
month-to-month,yes,bank transfer (automatic),69.4,3058.3,male,0,yes,yes,both,dsl,yes,yes,no,no,yes,no,yes,1266.981834053866,0
two year,no,bank transfer (automatic),34.2,1782.0,female,0,yes,yes,internet,dsl,yes,no,no,yes,no,no,nan,1540.2600697744285,0
one year,yes,bank transfer (automatic),105.55,7195.35,female,1,yes,no,both,fiber optic,no,yes,no,yes,yes,yes,yes,2119.5610045109825,0
month-to-month,no,bank transfer (automatic),19.45,227.45,female,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,350.70877840068863,0
month-to-month,yes,electronic check,66.85,458.1,female,0,no,no,both,dsl,no,no,no,no,yes,yes,no,201.39859107996855,0
two year,no,credit card (automatic),40.65,1547.35,female,0,yes,yes,internet,dsl,yes,no,yes,yes,no,no,nan,1082.7741606538432,0
one year,yes,electronic check,105.65,443.9,female,0,no,no,both,fiber optic,no,yes,yes,yes,yes,yes,no,109.52075178887719,1
one year,yes,electronic check,91.35,5764.7,male,0,yes,yes,both,fiber optic,no,yes,no,no,no,yes,yes,1905.2516229846474,0
month-to-month,no,electronic check,104.15,4495.65,female,1,yes,no,both,fiber optic,no,no,yes,yes,yes,yes,yes,1325.9253697704141,0
two year,no,credit card (automatic),53.3,2296.25,male,0,yes,no,both,dsl,yes,no,yes,no,no,no,no,1356.1887916851126,0
month-to-month,no,mailed check,24.8,475.25,female,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,yes,503.12857504735365,0
month-to-month,yes,mailed check,19.45,19.45,male,0,no,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,17.159516024586942,1
one year,yes,bank transfer (automatic),103.15,6792.45,male,1,yes,no,both,fiber optic,no,yes,yes,no,yes,yes,yes,1964.3357384125218,0
month-to-month,yes,electronic check,110.75,5832.0,male,1,no,no,both,fiber optic,no,yes,yes,yes,yes,yes,yes,1569.9487618781768,0
month-to-month,no,mailed check,24.1,409.9,female,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,yes,504.2521772350032,1
month-to-month,no,mailed check,73.75,545.15,male,1,no,no,both,fiber optic,no,no,no,no,no,no,yes,200.62087706276873,1
month-to-month,no,mailed check,34.2,256.6,male,0,yes,no,internet,dsl,yes,yes,no,no,no,no,nan,202.09253436768913,0
month-to-month,yes,electronic check,94.65,1285.05,female,1,yes,no,both,fiber optic,no,yes,no,no,yes,yes,no,444.5330315297393,0
month-to-month,yes,electronic check,81.05,81.05,male,0,yes,yes,both,fiber optic,no,no,no,no,no,yes,no,17.02770603732263,0
one year,yes,credit card (automatic),50.4,1580.1,female,1,yes,no,internet,dsl,yes,yes,yes,no,no,yes,nan,932.3120204492395,0
one year,yes,credit card (automatic),41.1,2258.25,female,0,no,no,internet,dsl,yes,no,yes,yes,no,no,nan,1724.5962716856693,0
month-to-month,no,mailed check,19.45,86.05,male,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,139.517171115609,0
two year,yes,bank transfer (automatic),60.05,4176.7,male,0,no,no,internet,dsl,yes,yes,no,yes,yes,yes,nan,2089.849613722617,0
month-to-month,yes,electronic check,100.75,1129.75,female,0,no,no,both,fiber optic,no,no,yes,no,yes,yes,yes,320.31017930591395,1
month-to-month,yes,electronic check,69.95,69.95,female,1,no,no,both,fiber optic,no,no,no,no,no,no,no,18.70899247631206,1
two year,yes,bank transfer (automatic),104.8,7470.1,male,0,yes,no,both,fiber optic,no,yes,yes,no,yes,yes,yes,2177.869392799516,0
month-to-month,yes,mailed check,20.25,401.95,female,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,536.8285542757683,0
two year,no,credit card (automatic),19.5,1215.1,female,0,no,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,1904.1408087449336,0
month-to-month,yes,credit card (automatic),20.7,83.75,male,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,110.92040679118904,0
one year,yes,credit card (automatic),84.15,4164.4,female,0,yes,yes,both,dsl,no,yes,yes,yes,yes,yes,yes,1509.2648117729561,0
month-to-month,yes,mailed check,86.85,156.35,male,1,yes,no,both,fiber optic,no,no,no,no,yes,no,yes,46.50941372007756,1
one year,no,bank transfer (automatic),106.55,5763.3,female,0,yes,no,both,fiber optic,yes,yes,no,no,yes,yes,yes,1630.3302518388073,1
two year,no,mailed check,20.25,nan,male,0,no,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,-13.458055801458165,0
one year,no,mailed check,20.05,520.1,female,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,746.1751539048716,0
one year,yes,credit card (automatic),20.25,865.0,female,0,no,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,1233.07614825391,0
one year,no,electronic check,100.3,5244.45,female,0,yes,yes,both,fiber optic,yes,no,yes,no,yes,yes,no,1569.6217636113688,0
month-to-month,yes,electronic check,102.95,7101.5,male,1,yes,no,both,fiber optic,no,yes,yes,no,yes,yes,yes,2119.715446785467,1
two year,yes,bank transfer (automatic),105.25,7173.15,male,0,yes,yes,both,fiber optic,yes,yes,yes,no,yes,yes,no,2056.478489500985,0
month-to-month,yes,electronic check,69.1,69.1,male,0,no,no,both,fiber optic,no,no,no,no,no,no,no,16.948006786358185,1
month-to-month,yes,bank transfer (automatic),20.4,745.3,male,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,1204.8832473275525,0
month-to-month,yes,electronic check,72.8,930.05,male,0,yes,yes,both,dsl,no,yes,yes,yes,yes,no,yes,381.5331541255256,0
two year,yes,credit card (automatic),76.95,5289.8,male,0,yes,no,both,dsl,yes,no,no,yes,yes,yes,yes,2119.331785281151,0
month-to-month,no,mailed check,20.3,20.3,male,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,18.442550984217423,0
month-to-month,no,mailed check,100.75,4669.2,male,0,no,no,both,fiber optic,yes,yes,no,yes,yes,no,yes,1417.69576412785,0
month-to-month,no,bank transfer (automatic),56.3,401.5,female,0,yes,yes,both,dsl,no,yes,no,yes,no,no,no,231.5184054257897,0
month-to-month,yes,bank transfer (automatic),94.3,3893.6,female,0,yes,yes,both,fiber optic,yes,yes,no,no,yes,no,yes,1235.8514079566462,0
month-to-month,yes,electronic check,74.15,1345.75,female,0,no,no,both,fiber optic,no,no,no,no,no,no,yes,535.9331147101983,0
two year,no,mailed check,20.0,141.6,female,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,230.42459137764783,0
month-to-month,yes,mailed check,45.05,45.05,male,0,no,no,both,dsl,no,no,no,no,no,no,no,17.514906296219763,1
two year,yes,credit card (automatic),80.15,5600.15,male,0,yes,yes,both,dsl,yes,yes,yes,no,yes,yes,no,2118.493811296696,0
one year,no,bank transfer (automatic),70.25,2198.9,female,0,yes,no,both,dsl,no,yes,yes,yes,no,yes,no,899.2259284735482,0
two year,no,mailed check,20.75,487.05,male,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,716.6646490220182,0
month-to-month,yes,electronic check,20.45,250.8,male,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,323.6544260381314,0
month-to-month,yes,electronic check,93.6,3366.05,male,0,yes,no,both,fiber optic,yes,no,no,no,yes,yes,no,1081.424275989605,0
month-to-month,yes,bank transfer (automatic),19.55,543.8,female,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,840.4551294914073,0
two year,no,mailed check,74.45,3510.3,female,0,no,no,both,dsl,no,no,yes,yes,yes,yes,no,1417.8569366874115,0
one year,no,credit card (automatic),18.25,534.7,male,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,839.7492537306672,0
month-to-month,no,electronic check,85.15,2555.9,female,0,no,no,both,fiber optic,no,no,no,yes,yes,no,no,901.7661909771357,1
two year,yes,electronic check,112.4,8046.85,female,1,yes,no,both,fiber optic,yes,yes,yes,no,yes,yes,yes,2178.8980138510924,0
month-to-month,no,bank transfer (automatic),67.95,350.3,female,0,yes,no,both,dsl,no,no,yes,yes,yes,no,yes,138.2841399346884,1
one year,yes,bank transfer (automatic),79.2,4765.0,female,0,no,no,both,fiber optic,no,no,yes,no,no,no,yes,1812.529770373822,0
month-to-month,yes,electronic check,101.8,1752.45,male,1,no,no,both,fiber optic,no,yes,yes,no,yes,yes,no,504.7139395016766,0
two year,no,mailed check,20.25,174.65,female,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,232.36335507507164,0
month-to-month,yes,mailed check,20.0,61.7,female,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,77.8062123078707,0
two year,yes,credit card (automatic),19.55,1218.65,male,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,1966.1994336653017,0
month-to-month,no,mailed check,45.5,285.2,female,0,yes,yes,both,dsl,no,no,no,no,no,no,no,169.5050089230651,0
two year,yes,bank transfer (automatic),109.2,7711.45,female,0,yes,yes,both,fiber optic,no,yes,yes,yes,yes,yes,yes,2176.7133998943877,0
one year,no,electronic check,20.15,260.7,female,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,352.8731247478141,0
month-to-month,no,mailed check,66.3,1559.45,female,0,yes,no,both,dsl,yes,yes,yes,no,no,no,yes,715.3984582259146,0
two year,no,mailed check,20.35,929.2,male,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,1357.0687234717086,0
month-to-month,yes,electronic check,44.3,2666.75,male,0,yes,no,internet,dsl,no,no,no,no,yes,yes,nan,1785.1485689222407,0
month-to-month,yes,electronic check,21.0,21.0,female,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,17.969471811943407,1
month-to-month,yes,electronic check,94.75,422.4,male,1,no,no,both,fiber optic,no,no,yes,no,yes,yes,no,110.92925031437471,0
one year,yes,electronic check,56.45,3985.35,male,1,no,no,internet,dsl,yes,yes,no,no,yes,yes,nan,2148.608681853212,0
month-to-month,yes,electronic check,44.55,174.3,male,0,no,no,internet,dsl,no,no,no,no,yes,yes,nan,108.24597857059412,1
two year,no,bank transfer (automatic),63.8,3007.25,female,0,yes,yes,both,dsl,no,yes,no,yes,no,yes,no,1417.799512023416,0
one year,no,mailed check,19.4,997.75,male,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,1540.951606131248,0
month-to-month,yes,electronic check,87.1,713.6,female,1,no,no,both,fiber optic,no,yes,no,no,yes,no,no,232.6650188906369,0
month-to-month,yes,mailed check,45.25,74.2,female,0,no,no,both,dsl,no,no,no,no,no,no,no,47.272574994727435,0
two year,yes,credit card (automatic),110.15,7881.2,female,0,yes,no,both,fiber optic,yes,no,yes,yes,yes,yes,yes,2178.831198603959,0
month-to-month,yes,electronic check,89.2,990.3,female,0,no,no,both,fiber optic,no,no,yes,no,yes,no,yes,324.8740247086628,0
two year,yes,credit card (automatic),25.6,514.75,female,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,yes,688.5371928199368,0
month-to-month,yes,electronic check,64.65,3735.45,male,0,no,no,both,dsl,no,no,yes,yes,yes,no,no,1785.0049895974694,0
month-to-month,yes,mailed check,80.3,526.7,female,0,no,no,both,fiber optic,no,no,no,no,yes,no,no,199.33233837085146,1
month-to-month,yes,electronic check,89.5,573.3,female,0,no,no,both,fiber optic,no,no,no,no,yes,yes,no,169.89250015970845,1
one year,no,bank transfer (automatic),75.0,1908.35,male,0,no,no,both,dsl,yes,no,no,yes,yes,yes,no,777.428427575568,0
month-to-month,yes,electronic check,76.1,1712.7,male,1,no,no,both,fiber optic,no,no,no,no,no,no,yes,715.8056874064108,1
two year,yes,credit card (automatic),108.4,7767.25,male,0,yes,yes,both,fiber optic,yes,yes,yes,no,yes,yes,yes,2177.876549994415,0
two year,no,mailed check,25.25,1559.3,male,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,yes,1905.2694426585156,0
month-to-month,yes,electronic check,70.75,1974.8,male,0,yes,yes,both,fiber optic,no,no,no,no,no,no,no,868.2766196719824,1
two year,no,credit card (automatic),20.85,467.5,male,0,no,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,567.3800470679181,0
month-to-month,yes,credit card (automatic),59.75,2934.3,female,0,no,no,both,dsl,yes,yes,no,no,no,no,yes,1478.349089694894,1
two year,no,mailed check,20.3,1079.05,female,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,1663.385894370325,0
month-to-month,yes,credit card (automatic),20.25,493.95,female,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,778.6709163882823,0
